iAF1260_BIGG,Subsystem,name,reaction_string
XTSNt2rpp,S_Transport__Inner_Membrane,Xanthosine transport via proton symport (periplasm),h_p + xtsn_p <-> h_c + xtsn_c
XYLI2,S_Alternate_Carbon_Metabolism,Xylose isomerase,glc__D_c <-> fru_c
XYLUt2pp,S_Transport__Inner_Membrane,L-xylulose transport in via proton symport (periplasm),h_p + xylu__L_p <-> h_c + xylu__L_c
XYLabcpp,S_Transport__Inner_Membrane,D-xylose transport via ABC system (periplasm),atp_c + h2o_c + xyl__D_p <-> adp_c + h_c + pi_c + xyl__D_c
XYLt2pp,S_Transport__Inner_Membrane,D-xylose transport in via proton symport (periplasm),h_p + xyl__D_p <-> h_c + xyl__D_c
XYLtex,S_Transport__Outer_Membrane_Porin,D-xylose transport via diffusion (extracellular to periplasm),xyl__D_e <-> xyl__D_p
ZN2abcpp,S_Inorganic_Ion_Transport_and_Metabolism,"Zinc (Zn+2) ABC transporter, efflux (periplasm)",atp_c + h2o_c + zn2_c <-> adp_c + h_c + pi_c + zn2_p
ZNabcpp,S_Inorganic_Ion_Transport_and_Metabolism,Zinc (Zn+2) transport via ABC system (periplasm),atp_c + h2o_c + zn2_p <-> adp_c + h_c + pi_c + zn2_c
Zn2tex,S_Transport__Outer_Membrane_Porin,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),zn2_e <-> zn2_p
2DGLCNRy,S_Alternate_Carbon_Metabolism,2-dehydro-D-gluconate reductase (NADPH),2dhglcn_c + h_c + nadph_c <-> glcn_c + nadp_c
ACOLIPAtex,S_Lipopolysaccharide_Biosynthesis__Recycling,Arabinose modified core oligosaccharide lipid A transport via vector (periplasm to extracellular),acolipa_p <-> acolipa_e
BTS4,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Biotin synthase,amet_c + dtbt_c + s_c <-> btn_c + dad_5_c + h_c + met__L_c
CLIPAtex,S_Lipopolysaccharide_Biosynthesis__Recycling,Cold lipid A transport via vector (periplasm to extracellular),lipa_cold_p <-> lipa_cold_e
DHPTDCs,S_Methionine_Metabolism,"4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)",dhptd_c <-> h2o_c + hmfurn_c
DKMPPD3,S_Arginine_and_Proline_Metabolism,"2,3-diketo-5-methylthio-1-phosphopentane degradation reaction",dkmpp_c + 3.0 h2o_c + 2.0 nad_c <-> 2kmb_c + for_c + 4.0 h_c + 2.0 nadh_c + pi_c
DM_4hba_c,S_,Sink needed to allow 4-hydroxy-benzoate to leave system,4hba_c <-> 
ECA4COLIPAtex,S_Lipopolysaccharide_Biosynthesis__Recycling,Enterobacterial common antigen (x4) core oligosaccharide lipid A transport (periplasm to extracellular),eca4colipa_p <-> eca4colipa_e
ENLIPAtex,S_Lipopolysaccharide_Biosynthesis__Recycling,Phosphoethanolamine lipid A transport via vector (periplasm to extracellular),enlipa_p <-> enlipa_e
HACD1i,S_Membrane_Lipid_Metabolism,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),3hbcoa_c + nad_c <-> aacoa_c + h_c + nadh_c
HACD2i,S_Membrane_Lipid_Metabolism,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3hhcoa_c + nad_c <-> 3ohcoa_c + h_c + nadh_c
HACD4i,S_Membrane_Lipid_Metabolism,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3hdcoa_c + nad_c <-> 3odcoa_c + h_c + nadh_c
HACD6i,S_Membrane_Lipid_Metabolism,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),3htdcoa_c + nad_c <-> 3otdcoa_c + h_c + nadh_c
HACD7i,S_Membrane_Lipid_Metabolism,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),3hhdcoa_c + nad_c <-> 3ohdcoa_c + h_c + nadh_c
K2L4Atex,S_Transport__Outer_Membrane,KDO(2)-lipid IV A transport via vector (periplasm to extracellular),kdo2lipid4_p <-> kdo2lipid4_e
ACACT9,S_Membrane_Lipid_Metabolism,3-ketoacyl-CoA thiolase,3otdcoa_c + coa_c <-> accoa_c + ddcacoa_c
ACACT12,S_Membrane_Lipid_Metabolism,3-ketoacyl-CoA thiolase,3ohdcoa_c + coa_c <-> accoa_c + tdcoa_c
LIPAtex,S_Lipopolysaccharide_Biosynthesis__Recycling,Lipid A transport via vector (periplasm to extracellular),lipa_p <-> lipa_e
MDRPD,S_Arginine_and_Proline_Metabolism,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,5mdru1p_c <-> dkmpp_c + h2o_c
MTRI,S_Arginine_and_Proline_Metabolism,5-methylthioribose-1-phosphate isomerase,5mdr1p_c <-> 5mdru1p_c
MTRK,S_Arginine_and_Proline_Metabolism,5-methylthioribose kinase,5mtr_c + atp_c <-> 5mdr1p_c + adp_c + h_c
NPHS,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Naphthoate synthase,sbzcoa_c <-> coa_c + dhna_c
O16A4COLIPAtex,S_Lipopolysaccharide_Biosynthesis__Recycling,O16 antigen (x4) core oligosaccharide lipid A transport (periplasm to extracellular),o16a4colipa_p <-> o16a4colipa_e
OXGDC2,S_Cofactor_and_Prosthetic_Group_Biosynthesis,2-oxoglutarate decarboxylase,akg_c + h_c + thmpp_c <-> co2_c + ssaltpp_c
RNTR2c,S_Nucleotide_Salvage_Pathway,Ribonucleoside-triphosphate reductase (GTP) (flavodoxin),fldrd_c + gtp_c <-> dgtp_c + fldox_c + h2o_c
RNTR3c,S_Nucleotide_Salvage_Pathway,Ribonucleoside-triphosphate reductase (CTP) (flavodoxin),ctp_c + fldrd_c <-> dctp_c + fldox_c + h2o_c
RNTR4c,S_Nucleotide_Salvage_Pathway,Ribonucleoside-triphosphate reductase (UTP) (flavodoxin),fldrd_c + utp_c <-> dutp_c + fldox_c + h2o_c
SHCHCS2,S_Cofactor_and_Prosthetic_Group_Biosynthesis,"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase",ichor_c + ssaltpp_c <-> 2shchc_c + pyr_c + thmpp_c
THZPSN,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Thiazole phosphate synthesis,atp_c + cys__L_c + dxyl5p_c + tyr__L_c <-> 4hba_c + 4mpetz_c + ala__L_c + amp_c + co2_c + h_c + h2o_c + ppi_c
URIDK2r,S_Nucleotide_Salvage_Pathway,Uridylate kinase (dUMP),atp_c + dump_c <-> adp_c + dudp_c
DM_5drib_c,S_,Sink needed to allow 5'-deoxyribose to leave system,5drib_c <-> 
DM_oxam_c,S_,Sink needed to allow oxamate to leave system,oxam_c <-> 
12DGR141tipp,S_Transport__Inner_Membrane,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:1)",12dgr141_p <-> 12dgr141_c
12DGR160tipp,S_Transport__Inner_Membrane,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:0)",12dgr160_p <-> 12dgr160_c
12PPDRtex,S_Transport__Outer_Membrane_Porin,"(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)",12ppd__R_e <-> 12ppd__R_p
12PPDRtpp,S_Transport__Inner_Membrane,"(R)-Propane-1,2-diol facilitated transport (periplasm)",12ppd__R_p <-> 12ppd__R_c
12PPDStpp,S_Transport__Inner_Membrane,"(S)-Propane-1,2-diol facilitated transport (periplasm)",12ppd__S_p <-> 12ppd__S_c
14GLUCANtexi,S_Transport__Outer_Membrane,"1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible",14glucan_e <-> 14glucan_p
23CAMPtex,S_Transport__Outer_Membrane_Porin,23cAMP transport via diffusion (extracellular to periplasm),23camp_e <-> 23camp_p
23CUMPtex,S_Transport__Outer_Membrane_Porin,23cUMP transport via diffusion (extracellular to periplasm),23cump_e <-> 23cump_p
23DAPPAt2pp,S_Transport__Inner_Membrane,"2,3-diaminopropionate transport in via proton symport",23dappa_p + h_p <-> 23dappa_c + h_c
23DAPPAtex,S_Transport__Outer_Membrane_Porin,"2,3-diaminopropionate transport via diffusion",23dappa_e <-> 23dappa_p
23PDE4pp,S_Nucleotide_Salvage_Pathway,"2',3'-cyclic-nucleotide phosphodiesterase (CMP) (periplasm)",23ccmp_p + h2o_p <-> 3cmp_p + h_p
23PDE7pp,S_Nucleotide_Salvage_Pathway,"2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)",23camp_p + h2o_p <-> 3amp_p + h_p
26DAHtex,S_Transport__Outer_Membrane_Porin,"Meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm)",26dap__M_e <-> 26dap__M_p
2AGPA141tipp,S_Transport__Inner_Membrane,2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm),2tdec7eg3p_p <-> 2tdec7eg3p_c
2AGPA160tipp,S_Transport__Inner_Membrane,2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm),2hdecg3p_p <-> 2hdecg3p_c
2AGPA161tipp,S_Transport__Inner_Membrane,2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm),2hdec9eg3p_p <-> 2hdec9eg3p_c
2AGPE120tipp,S_Transport__Inner_Membrane,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm),2agpe120_p <-> 2agpe120_c
2AGPE160tipp,S_Transport__Inner_Membrane,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm),2agpe160_p <-> 2agpe160_c
2AGPE161tipp,S_Transport__Inner_Membrane,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm),2agpe161_p <-> 2agpe161_c
2AGPE180tipp,S_Transport__Inner_Membrane,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm),2agpe180_p <-> 2agpe180_c
2AGPE181tipp,S_Transport__Inner_Membrane,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm),2agpe181_p <-> 2agpe181_c
2AGPEAT120,S_Glycerophospholipid_Metabolism,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0),2agpe120_c + atp_c + ddca_c <-> amp_c + pe120_c + ppi_c
2AGPEAT140,S_Glycerophospholipid_Metabolism,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0),2agpe140_c + atp_c + ttdca_c <-> amp_c + pe140_c + ppi_c
2AGPEAT160,S_Glycerophospholipid_Metabolism,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),2agpe160_c + atp_c + hdca_c <-> amp_c + pe160_c + ppi_c
2AGPEAT161,S_Glycerophospholipid_Metabolism,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1),2agpe161_c + atp_c + hdcea_c <-> amp_c + pe161_c + ppi_c
2AGPEAT180,S_Glycerophospholipid_Metabolism,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0),2agpe180_c + atp_c + ocdca_c <-> amp_c + pe180_c + ppi_c
2AGPEAT181,S_Glycerophospholipid_Metabolism,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1),2agpe181_c + atp_c + ocdcea_c <-> amp_c + pe181_c + ppi_c
2AGPG120tipp,S_Transport__Inner_Membrane,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm),2agpg120_p <-> 2agpg120_c
2AGPG140tipp,S_Transport__Inner_Membrane,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm),2agpg140_p <-> 2agpg140_c
2AGPG141tipp,S_Transport__Inner_Membrane,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm),2agpg141_p <-> 2agpg141_c
2AGPGAT140,S_Glycerophospholipid_Metabolism,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0),2agpg140_c + atp_c + ttdca_c <-> amp_c + pg140_c + ppi_c
2AGPGAT161,S_Glycerophospholipid_Metabolism,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1),2agpg161_c + atp_c + hdcea_c <-> amp_c + pg161_c + ppi_c
2AGPGAT181,S_Glycerophospholipid_Metabolism,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1),2agpg181_c + atp_c + ocdcea_c <-> amp_c + pg181_c + ppi_c
2DGULRy,S_Alternate_Carbon_Metabolism,2-dehydro-L-gulonate reductase (NADPH),2dhguln_c + h_c + nadph_c <-> idon__L_c + nadp_c
34dhpactex,S_Transport__Outer_Membrane_Porin,Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),34dhpac_e <-> 34dhpac_p
3CMPtex,S_Transport__Outer_Membrane_Porin,3CMP transport via diffusion (extracellular to periplasm),3cmp_e <-> 3cmp_p
3HAD100,S_Cell_Envelope_Biosynthesis,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0),3hdecACP_c <-> h2o_c + tdec2eACP_c
3HAD120,S_Cell_Envelope_Biosynthesis,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0),3hddecACP_c <-> h2o_c + tddec2eACP_c
3HAD140,S_Cell_Envelope_Biosynthesis,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0),3hmrsACP_c <-> h2o_c + tmrs2eACP_c
3HAD141,S_Cell_Envelope_Biosynthesis,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1),3hcmrs7eACP_c <-> h2o_c + t3c7mrseACP_c
3HAD181,S_Cell_Envelope_Biosynthesis,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1),3hcvac11eACP_c <-> h2o_c + t3c11vaceACP_c
3HAD40,S_Cell_Envelope_Biosynthesis,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),3haACP_c <-> but2eACP_c + h2o_c
3HAD60,S_Cell_Envelope_Biosynthesis,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),3hhexACP_c <-> h2o_c + thex2eACP_c
3HCINNMH,S_Alternate_Carbon_Metabolism,3-hydroxycinnamate hydroxylase,3hcinnm_c + h_c + nadh_c + o2_c <-> dhcinnm_c + h2o_c + nad_c
3HPPPNH,S_Alternate_Carbon_Metabolism,3-(3-hydroxy-phenyl)propionate hydroxylase,3hpppn_c + h_c + nadh_c + o2_c <-> dhpppn_c + h2o_c + nad_c
3NTD4pp,S_Nucleotide_Salvage_Pathway,3'-nucleotidase (CMP) (periplasm),3cmp_p + h2o_p <-> cytd_p + pi_p
3NTD7pp,S_Nucleotide_Salvage_Pathway,3'-nucleotidase (AMP) (periplasm),3amp_p + h2o_p <-> adn_p + pi_p
3OAR100,S_Cell_Envelope_Biosynthesis,3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),3odecACP_c + h_c + nadph_c <-> 3hdecACP_c + nadp_c
3OAR140,S_Cell_Envelope_Biosynthesis,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),3omrsACP_c + h_c + nadph_c <-> 3hmrsACP_c + nadp_c
3OAR181,S_Cell_Envelope_Biosynthesis,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1),3ocvac11eACP_c + h_c + nadph_c <-> 3hcvac11eACP_c + nadp_c
3OAR40,S_Cell_Envelope_Biosynthesis,3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),actACP_c + h_c + nadph_c <-> 3haACP_c + nadp_c
3OAR60,S_Cell_Envelope_Biosynthesis,3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),3ohexACP_c + h_c + nadph_c <-> 3hhexACP_c + nadp_c
3OAR80,S_Cell_Envelope_Biosynthesis,3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),3ooctACP_c + h_c + nadph_c <-> 3hoctACP_c + nadp_c
3OAS121,S_Cell_Envelope_Biosynthesis,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1),cdec3eACP_c + h_c + malACP_c <-> 3ocddec5eACP_c + ACP_c + co2_c
3OAS141,S_Cell_Envelope_Biosynthesis,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1),cddec5eACP_c + h_c + malACP_c <-> 3ocmrs7eACP_c + ACP_c + co2_c
3OAS160,S_Cell_Envelope_Biosynthesis,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0),h_c + malACP_c + myrsACP_c <-> 3opalmACP_c + ACP_c + co2_c
3OAS180,S_Cell_Envelope_Biosynthesis,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),h_c + malACP_c + palmACP_c <-> 3ooctdACP_c + ACP_c + co2_c
3OAS181,S_Cell_Envelope_Biosynthesis,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1),h_c + hdeACP_c + malACP_c <-> 3ocvac11eACP_c + ACP_c + co2_c
3OAS80,S_Cell_Envelope_Biosynthesis,3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),h_c + hexACP_c + malACP_c <-> 3ooctACP_c + ACP_c + co2_c
3PEPTtex,S_Transport__Outer_Membrane_Porin,LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm),LalaDgluMdap_e <-> LalaDgluMdap_p
42A12BOOXpp,S_Nitrogen_Metabolism,"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",dopa_p + h2o_p + o2_p <-> 34dhpac_p + h2o2_p + nh4_p
4HOXPACDtex,S_Transport__Outer_Membrane_Porin,4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),4hoxpacd_e <-> 4hoxpacd_p
4PCP,S_Murein_Recycling,"Tetrapeptide L,D-carboxypeptidase",LalaDgluMdapDala_c + h2o_c <-> LalaDgluMdap_c + ala__D_c
4PCPpp,S_Murein_Recycling,"Tetrapeptide L,D-carboxypeptidase (periplasm)",LalaDgluMdapDala_p + h2o_p <-> LalaDgluMdap_p + ala__D_p
4PEPTabcpp,S_Murein_Recycling,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),atp_c + h2o_c + LalaDgluMdapDala_p <-> LalaDgluMdapDala_c + adp_c + h_c + pi_c
4PEPTtex,S_Transport__Outer_Membrane_Porin,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),LalaDgluMdapDala_e <-> LalaDgluMdapDala_p
5DGLCNR,S_Alternate_Carbon_Metabolism,5-dehydro-D-gluconate reductase,5dglcn_c + h_c + nadph_c <-> glcn_c + nadp_c
5DGLCNtex,S_Transport__Outer_Membrane_Porin,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),5dglcn_e <-> 5dglcn_p
AACPS1,S_Cell_Envelope_Biosynthesis,Acyl-[acyl-carrier-protein] synthetase (n-C14:0),ACP_c + atp_c + ttdca_c <-> amp_c + myrsACP_c + ppi_c
AACPS2,S_Cell_Envelope_Biosynthesis,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),ACP_c + atp_c + ttdcea_c <-> amp_c + ppi_c + tdeACP_c
AACPS3,S_Cell_Envelope_Biosynthesis,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),ACP_c + atp_c + hdca_c <-> amp_c + palmACP_c + ppi_c
AACPS4,S_Cell_Envelope_Biosynthesis,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),ACP_c + atp_c + hdcea_c <-> amp_c + hdeACP_c + ppi_c
AACPS7,S_Cell_Envelope_Biosynthesis,Acyl-[acyl-carrier-protein] synthetase  (n-C12:0),ACP_c + atp_c + ddca_c <-> amp_c + ddcaACP_c + ppi_c
AACPS8,S_Cell_Envelope_Biosynthesis,Acyl-[acyl-carrier-protein] synthetase  (n-C10:0),ACP_c + atp_c + dca_c <-> amp_c + dcaACP_c + ppi_c
AACTOOR,S_Methylglyoxal_Metabolism,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),aact_c + h2o_c + o2_c <-> h2o2_c + mthgxl_c + nh4_c
AADDGT,S_Cell_Envelope_Biosynthesis,"DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase",dtdp4aaddg_c + unagamu_c <-> dtdp_c + h_c + unagamuf_c
AAMYL,S_Alternate_Carbon_Metabolism,Alpha-amylase,14glucan_c <-> malthx_c
AB6PGH,S_Alternate_Carbon_Metabolism,Arbutin 6-phosphate glucohydrolase,arbt6p_c + h2o_c <-> g6p_c + hqn_c
ABUTD,S_Arginine_and_Proline_Metabolism,Aminobutyraldehyde dehydrogenase,4abutn_c + h2o_c + nad_c <-> 4abut_c + 2.0 h_c + nadh_c
ABUTtex,S_Transport__Outer_Membrane_Porin,4-aminobutyrate transport via diffusion (extracellular to periplasm),4abut_e <-> 4abut_p
ACACCT,S_Alternate_Carbon_Metabolism,Acetyl-CoA:acetoacetyl-CoA transferase,acac_c + accoa_c <-> aacoa_c + ac_c
ACACT1r,S_Membrane_Lipid_Metabolism,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <-> aacoa_c + coa_c
ACACt2pp,S_Transport__Inner_Membrane,Acetoacetate transport via proton symport  (periplasm),acac_p + h_p <-> acac_c + h_c
ACALD,S_Pyruvate_Metabolism,Acetaldehyde dehydrogenase (acetylating),acald_c + coa_c + nad_c <-> accoa_c + h_c + nadh_c
ACANTHAT,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism,Acetyl-CoA:anthranilate acetyltransferase,accoa_c + anth_c <-> acanth_c + coa_c
ACCOAC,S_Membrane_Lipid_Metabolism,Acetyl-CoA carboxylase,accoa_c + atp_c + hco3_c <-> adp_c + h_c + malcoa_c + pi_c
ACGAL1PPpp,S_Alternate_Carbon_Metabolism,N-acetyl-D-galactosamine 1-phosphatase (periplasm),acgal1p_p + h2o_p <-> acgal_p + pi_p
ACGAL1Ptex,S_Transport__Outer_Membrane_Porin,N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm),acgal1p_e <-> acgal1p_p
ACGALtex,S_Transport__Outer_Membrane_Porin,N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),acgal_e <-> acgal_p
ACGAM1Ptex,S_Transport__Outer_Membrane_Porin,N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm),acgam1p_e <-> acgam1p_p
ACGAMK,S_Murein_Recycling,N-acetylglucosamine kinase,acgam_c + atp_c <-> acgam6p_c + adp_c + h_c
ACGAMT,S_Cell_Envelope_Biosynthesis,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,uacgam_c + udcpp_c <-> ump_c + unaga_c
ACGK,S_Arginine_and_Proline_Metabolism,Acetylglutamate kinase,acglu_c + atp_c <-> acg5p_c + adp_c
ACHBS,S_Valine__Leucine__and_Isoleucine_Metabolism,2-aceto-2-hydroxybutanoate synthase,2obut_c + h_c + pyr_c <-> 2ahbut_c + co2_c
ACKr,S_Pyruvate_Metabolism,Acetate kinase,ac_c + atp_c <-> actp_c + adp_c
ACM6PH,S_Alternate_Carbon_Metabolism,N-acetylmuramate 6-phosphate hydrolase,acmum6p_c + h2o_c <-> acgam6p_c + lac__D_c
ACMANAptspp,S_Transport__Inner_Membrane,N-acetyl-D-mannosamine transport via PTS  (periplasm),pep_c + acmana_p <-> acmanap_c + pyr_c
ACMUMptspp,S_Transport__Inner_Membrane,N-acetylmuramate transport via PEP:Pyr PTS (periplasm),pep_c + acmum_p <-> acmum6p_c + pyr_c
ACNAMtex,S_Transport__Outer_Membrane,N-acetylneuraminate transport via diffusion (extracellular to periplasm),acnam_e <-> acnam_p
ACOAD2f,S_Membrane_Lipid_Metabolism,Acyl-CoA dehydrogenase (hexanoyl-CoA),fad_c + hxcoa_c <-> fadh2_c + hx2coa_c
ACOAD3f,S_Membrane_Lipid_Metabolism,Acyl-CoA dehydrogenase (octanoyl-CoA),fad_c + occoa_c <-> fadh2_c + oc2coa_c
ACOAD4f,S_Membrane_Lipid_Metabolism,Acyl-CoA dehydrogenase (decanoyl-CoA),dcacoa_c + fad_c <-> dc2coa_c + fadh2_c
ACOAD6f,S_Membrane_Lipid_Metabolism,Acyl-CoA dehydrogenase (tetradecanoyl-CoA),fad_c + tdcoa_c <-> fadh2_c + td2coa_c
ACONTa,S_Citric_Acid_Cycle,"Aconitase (half-reaction A, Citrate hydro-lyase)",cit_c <-> acon_C_c + h2o_c
ACONTb,S_Citric_Acid_Cycle,"Aconitase (half-reaction B, Isocitrate hydro-lyase)",acon_C_c + h2o_c <-> icit_c
ACPS1,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Acyl-carrier protein synthase,apoACP_c + coa_c <-> ACP_c + h_c + pap_c
ACS,S_Pyruvate_Metabolism,Acetyl-CoA synthetase,ac_c + atp_c + coa_c <-> accoa_c + amp_c + ppi_c
ACSERtex,S_Transport__Outer_Membrane_Porin,O-Acetyl-L-serine transport via diffusion (extracellular to periplasm),acser_e <-> acser_p
ACt4pp,S_Transport__Inner_Membrane,Na+/Acetate symport (periplasm),ac_p + na1_p <-> ac_c + na1_c
ADA,S_Nucleotide_Salvage_Pathway,Adenosine deaminase,adn_c + h_c + h2o_c <-> ins_c + nh4_c
ADK1,S_Nucleotide_Salvage_Pathway,Adenylate kinase,amp_c + atp_c <-> 2.0 adp_c
ADK4,S_Nucleotide_Salvage_Pathway,Adentylate kinase (ITP),amp_c + itp_c <-> adp_c + idp_c
ADMDC,S_Arginine_and_Proline_Metabolism,Adenosylmethionine decarboxylase,amet_c + h_c <-> ametam_c + co2_c
ADNtex,S_Transport__Outer_Membrane,Adenosine transport via diffusion (extracellular to periplasm),adn_e <-> adn_p
ADOCBIK,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Adenosyl cobinamide kinase,adocbi_c + atp_c <-> adocbip_c + adp_c + h_c
ADPRDP,S_Nucleotide_Salvage_Pathway,ADPribose diphosphatase,adprib_c + h2o_c <-> amp_c + 2.0 h_c + r5p_c
ADSL1r,S_Purine_and_Pyrimidine_Biosynthesis,Adenylsuccinate lyase,dcamp_c <-> amp_c + fum_c
ADSL2r,S_Purine_and_Pyrimidine_Biosynthesis,Adenylosuccinate lyase,25aics_c <-> aicar_c + fum_c
AGDC,S_Alternate_Carbon_Metabolism,N-acetylglucosamine-6-phosphate deacetylase,acgam6p_c + h2o_c <-> ac_c + gam6p_c
AGM3PApp,S_Murein_Recycling,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm),anhgm3p_p + h2o_p <-> LalaDgluMdap_p + anhgm_p
AGM3Pt2pp,S_Murein_Recycling,GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm),anhgm3p_p + h_p <-> anhgm3p_c + h_c
AGM4PA,S_Murein_Recycling,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase,anhgm4p_c + h2o_c <-> LalaDgluMdapDala_c + anhgm_c
AGM4PApp,S_Murein_Recycling,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm),anhgm4p_p + h2o_p <-> LalaDgluMdapDala_p + anhgm_p
AGM4PH,S_Murein_Recycling,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase",anhgm4p_c + h2o_c <-> acgam_c + anhm4p_c
AGM4Pt2pp,S_Murein_Recycling,GlcNAc-anhMurNAc tetrapeptide transport in via proton symport (periplasm),anhgm4p_p + h_p <-> anhgm4p_c + h_c
AGMH,S_Murein_Recycling,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase",anhgm_c + h2o_c <-> acgam_c + anhm_c
